track,seed,strategy,n_labels,macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_yso
b,0,uncertainty,734,0.8738326833799626,0.9496653715671851,0.8400422125600022,0.9777857398781798,0.754863813229572,0.8571428571428571,0.9652854228132752,0.9810472381251144,0.6792578973758984,0.9014458150948401
b,0,uncertainty,749,0.8784489917271955,0.9508044981232353,0.8476858168987157,0.977702158144533,0.7626459143968871,0.863905325443787,0.9659326901833714,0.9801695269987443,0.6995010461934653,0.8992862807295797
b,0,uncertainty,764,0.8764981435090541,0.9498876722128663,0.8432079847517576,0.9774988794262662,0.775,0.8571428571428571,0.9655142052124912,0.9811488482756817,0.6782169890664423,0.9009652254396403
b,0,uncertainty,779,0.8747964474222095,0.9479860630181776,0.8446693977986302,0.9773991031390135,0.7727708533077661,0.863905325443787,0.9636853020341526,0.980458837994088,0.6668852459016393,0.8984704641350211
b,0,uncertainty,794,0.8856968690030653,0.9559407874352746,0.8550909029486166,0.9785899847711189,0.7714561234329798,0.8520710059171598,0.970548802946593,0.9802392231789986,0.7479072762395363,0.8990656665350704
b,0,uncertainty,809,0.892764151812915,0.9571505439570585,0.8634235414119511,0.9789784417210842,0.7988721804511278,0.8622754491017964,0.9715069867642502,0.9796057281985496,0.7599682287529785,0.8981420477006193
b,0,uncertainty,824,0.8937094221194537,0.9581069468976101,0.8694633703781912,0.9791722535085366,0.7966573816155988,0.8588235294117647,0.9720134903260162,0.9799188375441812,0.7699472213598262,0.8994332410702518
b,0,uncertainty,839,0.8920370609294795,0.9565704136225585,0.8671194356268945,0.979621022524133,0.7966573816155988,0.863905325443787,0.971418442859042,0.9783515704951586,0.7606608969315499,0.8936447866370874
b,0,uncertainty,854,0.8938229451389239,0.957347103518344,0.8680554431044315,0.9789934745686958,0.7962962962962963,0.8690476190476191,0.9716539387583273,0.9794687573747279,0.7635390428211587,0.8977614871056421
b,0,uncertainty,869,0.8933493743236361,0.9578119197422763,0.8680774923414536,0.9792523698801645,0.7985074626865671,0.8588235294117647,0.9718320261148284,0.9799502031188573,0.765381589299764,0.8996984397535073
b,0,uncertainty,884,0.8963898578735948,0.9585494734907418,0.8727297746182112,0.9785292538915727,0.7985143918291551,0.872093023255814,0.9713431864246298,0.9821764582897763,0.7632475983885962,0.9088250930356193
